,issn,file.name,first.doi.x,journal.name.x,num.authors,year.x,intro.type,discussion.type,relevance,sentence,epub,Full.title,Title20,Category_name,,Approach
8810,0022-0957,PMC4623681.nxml,10.1093/jxb/erv370,J Exp Bot,11,2015,None,Section title,,"A replicated experiment was conducted in large containers in which soil moisture could be controlled, to simulate seasonal drought stress for one of the treatments.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8811,0022-0957,PMC3830495.nxml,10.1093/jxb/ert313,J Exp Bot,4,2013,None,Section title,,Guard cell chloroplast number and endoreplicationWhereas diploid Arabidopsis Col-0 plants have 2C guard cells that exhibit a relatively small range of sizes and number of chloroplasts (Melaragno et al.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8812,0022-0957,PMC5429004.nxml,10.1093/jxb/erx117,J Exp Bot,7,2017,None,Section title,," LTR replication via an RNA template is reminiscent of retroviral proliferation, and interestingly these are the predominant RTs in plants.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8813,0022-0957,PMC3830495.nxml,10.1093/jxb/ert313,J Exp Bot,4,2013,None,Section title,,"Endoreplication, cell shape, and cell fateStomatal endoreplication in a flp myb88 cdkb1;1 cdkb1;2 quadruple mutant background is accompanied by abnormal changes in guard cell shape as well as size.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8814,0022-0957,PMC5441853.nxml,10.1093/jxb/erw494,J Exp Bot,6,2017,None,Section title,," For example, the gel-based phenotyping system _„ƒGrowScreen-Agar_„_ used in our study allowed multiple-trait root architectural assessment of all 16 genotypes in 12 replicates within <2 weeks of experimental duration.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8815,0022-0957,PMC2486475.nxml,10.1093/jxb/ern141,J Exp Bot,4,2008,PubMed DTD,PubMed DTD,," It is speculated that during the co-evolution of plants and viruses, host plants may have adapted to viruses that often take advantage of cellular machinery for viral gene expression, replication, and movement.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8816,0022-0957,PMC3830495.nxml,10.1093/jxb/ert313,J Exp Bot,4,2013,None,Section title,,Cell fate disruption in the quadruple mutant is most prominent in mature cotyledons when endoreplication is more extensive.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8817,0022-0957,PMC3654431.nxml,10.1093/jxb/ert104,J Exp Bot,6,2013,None,Section title,, Genotype averages were the mean across four replicate blocks and represented the genotypic variation in the traits studied.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8818,0022-0957,PMC4246179.nxml,10.1093/jxb/eru359,J Exp Bot,3,2014,None,Section title,," Although light-grown stalk contains replicative ptDNA, PFGE shows more fragmentation to less-than-genome-sized molecules than dark-grown stalk (Oldenburg et al.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8819,0022-0957,PMC4623680.nxml,10.1093/jxb/erv369,J Exp Bot,3,2015,None,Section title,,"DiscussionThe increased interest in the analysis of nuclear architecture arises from the widely accepted consensus that a three-dimensional distribution of interphase chromatin has major implications in such fundamental processes as DNA replication, transcription, and repair (Heard and Bickmore, 2007; Misteli, 2007; Misteli and Soutoglou, 2009; Mekhail and Moazed, 2010).",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8820,0022-0957,PMC3830495.nxml,10.1093/jxb/ert313,J Exp Bot,4,2013,None,Section title,,", 1993; Pyke and Leech, 1994), endoreplicated guard cells in the flp-1 myb88 cdkb1;1 cdkb1;2 quadruple mutant display more than twice as many chloroplasts compared with the wild-type or to flp-1 myb88 or cdkb1;1 cdkb1;2 double mutants.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8821,0022-0957,PMC4449535.nxml,10.1093/jxb/erv119,J Exp Bot,8,2015,None,Section title,, ramosa conditioning was not due to replication but rather to active mechanisms.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8822,0022-0957,PMC4623685.nxml,10.1093/jxb/erv379,J Exp Bot,4,2015,None,Section title,, A comparable consensus tree was obtained using the maximum-likelihood algorithm with the same bootstrap replicates (data not shown).,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8823,0022-0957,PMC4623685.nxml,10.1093/jxb/erv379,J Exp Bot,4,2015,None,Section title,, The reliability of the phylogram was determined by bootstrap analysis with 10 000 replicates.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8824,0022-0957,PMC4246179.nxml,10.1093/jxb/eru359,J Exp Bot,3,2014,None,Section title,, These complex structures were interpreted as branched replicating orgDNA.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8825,0022-0957,PMC4892732.nxml,10.1093/jxb/erw169,J Exp Bot,7,2016,None,Section title,," Similarly, replicated phenotypic measurements are recommended to ensure accurate evaluation.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8826,0022-0957,PMC4753853.nxml,10.1093/jxb/erv560,J Exp Bot,3,2016,None,Section title,," In both cases, anchorage is achieved fairly rapidly, but it is not clear why root hair formation differs substantially between these replicates.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8827,0022-0957,PMC2803223.nxml,10.1093/jxb/erp333,J Exp Bot,8,2010,None,PubMed DTD,," The sugar contents were also measured using the hexokinase-coupled assay and H-NMR with _„ƒMicro-Tom_„_ fruit from another replicated cultivation, and a similar hexose profile to the present result was obtained (data not shown).",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8828,0022-0957,PMC2803224.nxml,10.1093/jxb/erp334,J Exp Bot,12,2010,PubMed DTD,PubMed DTD,," Similarly, the high expression of the cell wall synthesis-related genes, such as the XTH gene, suggests that the expression of XTH-homologous genes in bamboo might be necessary for cell replication and growth during meristem development.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8829,0022-0957,PMC2486475.nxml,10.1093/jxb/ern141,J Exp Bot,4,2008,PubMed DTD,PubMed DTD,," Consistent with this hypothesis, it was demonstrated that viral RNA replication was a prerequisite for TCV_„_GFP•îCP to trigger local VIRS.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8830,0022-0957,PMC5441860.nxml,10.1093/jxb/erx016,J Exp Bot,6,2017,None,Section title,, This research suggested that the SMC5/6 complex may be required for preventing the formation of replication stress-induced SCJs or for helping with their resolution.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8831,0022-0957,PMC2486475.nxml,10.1093/jxb/ern141,J Exp Bot,4,2008,PubMed DTD,PubMed DTD,, 1A) with altered abilities to replicate.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8832,0022-0957,PMC4892732.nxml,10.1093/jxb/erw169,J Exp Bot,7,2016,None,Section title,," Knowingly, we chose to maximize the number of individuals, the number of development stages and the number of traits studied to the detriment of the biological replicates and the year repetitions.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8833,0022-0957,PMC3071774.nxml,10.1093/jxb/ern293,J Exp Bot,7,2009,None,Section title,, 6a) of the four drought treatments were measured in duplicate showing the uncertainty of the replicates.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8834,0022-0957,PMC4036515.nxml,10.1093/jxb/eru140,J Exp Bot,6,2014,None,Section title,," ORC6 encodes a subunit of the ORC, which is required for the initiation of eukaryotic DNA replication, alterations to chromatin structure, and transcriptional silencing (Bell, 2002; Collinge et al.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8835,0022-0957,PMC3350934.nxml,10.1093/jxb/ers048,J Exp Bot,5,2012,None,PubMed DTD,,"Surprisingly, the effect of SA on the increased rate of proteolysis observed with the cpr5 mutants could not be replicated by exogenous application of free SA to Col-0 leaves (data not shown).",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8836,0022-0957,PMC4106436.nxml,10.1093/jxb/eru041,J Exp Bot,9,2014,None,Section title,, The number of potential BnaGLN1 genes and their localization on linkage groups can then be predicted depending on the number of times the blocks are replicated and on their localization on each B.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8837,0022-0957,PMC4246179.nxml,10.1093/jxb/eru359,J Exp Bot,3,2014,None,Section title,," In maize, stalk tissue contains replicative forms of ptDNA comprised of branched multigenomic molecules.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8838,0022-0957,PMC4892732.nxml,10.1093/jxb/erw169,J Exp Bot,7,2016,None,Section title,, This indicates the importance of technical replicates and the need for developing high quality robot-based phenotyping platforms (Gibon et al.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8839,0022-0957,PMC2935879.nxml,10.1093/jxb/erq226,J Exp Bot,6,2010,None,PubMed DTD,, The technique should therefore be useful for growth analysis of segregating populations of transgenic plants in which replicate samples are not available to facilitate the linking of photosynthetic and growth phenotypes.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8840,0022-0957,PMC4085967.nxml,10.1093/jxb/eru193,J Exp Bot,5,2014,None,Section title,,Experiments with more biological replicates and Arabidopsis accessions are still needed to firmly conclude whether low CO can induce upregulation of other C-related genes.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
540,0003-3472,PMC5321284.nxml,10.1016/j.anbehav.2016.02.023,Anim Behav,8,2017,None,PubMed DTD,1,This study replicates and supports a recent finding that male A.,NA,ANIMAL BEHAVIOUR,ANIM BEHAV,PLANT & ANIMAL SCIENCE,,EROS
8842,0022-0957,PMC3192998.nxml,10.1093/jxb/err130,J Exp Bot,3,2011,None,Section title,, Sampling was performed at 20 DAS by collecting developed but not senescent leaves from at least 15 seedlings per replicate tray.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8843,0022-0957,PMC2486475.nxml,10.1093/jxb/ern141,J Exp Bot,4,2008,PubMed DTD,PubMed DTD,, There they replicate to produce positive and negative viral ssRNA strands.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8844,0022-0957,PMC3060690.nxml,10.1093/jxb/erq405,J Exp Bot,2,2011,None,Section title,, Each biological repeat contained four plant replicates per genotype.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8845,0022-0957,PMC3830495.nxml,10.1093/jxb/ert313,J Exp Bot,4,2013,None,Section title,," Thus, the lack of endoreplication in cdkb1;1 cdkb1;2 guard cells, but its presence when FLP function is lost, shows that FLP can conditionally restrict stomatal endocycling and enlargement.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8846,0022-0957,PMC3830495.nxml,10.1093/jxb/ert313,J Exp Bot,4,2013,None,Section title,," Since FLP/MYB88 also directly limit the expression of CYCA2;3 and CDKB1;1, their combined control is also likely to restrict endoreplication in the stomatal pathway (Boudolf et al.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8847,0022-0957,PMC4765781.nxml,10.1093/jxb/erv400,J Exp Bot,13,2015,None,Section title,," However, numerous lines of evidence have demonstrated that microsatellites are non-randomly distributed across protein coding regions, 3_„_-UTRs, 5_„_-UTRs, and introns because microsatellites can affect chromatin organization, the regulation of gene activity, recombination, DNA replication, the cell cycle, and the mismatch repair (MMR) system (see the review by Li et al.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8848,0022-0957,PMC5100020.nxml,10.1093/jxb/erw367,J Exp Bot,8,2016,None,Section title,," Estimates derived from breakpoint values, which reflect the most rapidly replicating major cohort of nuclei, differed by more than a factor of two (2.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8849,0022-0957,PMC2993910.nxml,10.1093/jxb/erq258,J Exp Bot,2,2011,None,PubMed DTD,, Enhanced expression/activity of CDKA during later stages of apple fruit growth may reflect a mechanism which prevents pre-RC assembly thereby blocking DNA replication licensing and facilitating exit at G0/G1.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8850,0022-0957,PMC4493790.nxml,10.1093/jxb/erv283,J Exp Bot,7,2015,None,Section title,, We included replicates across plates in the Nei_„_Li coefficient genetic distance matrix and resulting UPGMA dendrogram (indicated by stars in Fig.,1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8851,0022-0957,PMC3542040.nxml,10.1093/jxb/ers304,J Exp Bot,4,2013,None,Section title,," The detection of a high level of RCC1 transcripts (REGULATOR OF CHROMOSOME CONDENSATION), essential for DNA replication, and other transcripts such as P-TRANSDUCIN transcripts related to the family of WD-40 genes implicated in the set up of endocycles in Drosophila and plants, is in agreement with this hypothesis (Supplementary Table S1).",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8852,0022-0957,PMC5444436.nxml,10.1093/jxb/erx057,J Exp Bot,4,2017,None,Section title,," nad9) may be due to a combination of statistical noise and partial degradation or replication of specific regions (Oldenburg and Bendich, 2015).",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8853,0022-0957,PMC5100020.nxml,10.1093/jxb/erw367,J Exp Bot,8,2016,None,Section title,," However, given that DNA replication occurs in separate replicons, many of which can replicate simultaneously, S-phase duration may not be strongly dependent on genome size.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8854,0022-0957,PMC4566984.nxml,10.1093/jxb/erv304,J Exp Bot,5,2015,None,Section title,," Environmental signals have been documented to reduce DNA methylation in Arabidopsis and Zea mays genome without DNA replication, providing evidence of stress-induced changes in methylation patterns of genes (Steward et al.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8855,0022-0957,PMC3830495.nxml,10.1093/jxb/ert313,J Exp Bot,4,2013,None,Section title,,"Overall, this work has shown that two MYB transcription factors that enforce a single symmetric division essential for normal stomatal formation can also conditionally restrict endoreplication and chloroplast and nuclear number, as well normally maintain fate and developmental progression throughout the stomatal cell lineage.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8856,0022-0957,PMC3830495.nxml,10.1093/jxb/ert313,J Exp Bot,4,2013,None,Section title,," Thus while both the osd1 and the flp quadruple mutant phenotypes involve endoreplication, the former induces a much more severe shape defect.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8857,0022-0957,PMC2852660.nxml,10.1093/jxb/erq035,J Exp Bot,8,2010,None,PubMed DTD,,"05), due to the variation between replicate batches.",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
8858,0022-0957,PMC3654431.nxml,10.1093/jxb/ert104,J Exp Bot,6,2013,None,Section title,,"DiscussionHow do canopy duration traits correlate across different years?Canopy durations from 244 Miscanthus genotypes growing in a replicated field trial were calculated from assessments of plant phenology over two years, one year in which plants had not yet fully established (2007), and a second in which plants were established (2009) (Tables 1, 3).",1460-2431,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,PLANT & ANIMAL SCIENCE,,
